Province,N_region,N_group_prod veget,N_productions vegetales,Animaux,Ceremonie,Conso,Dons_reguliers,Perdue,Semences,Total
Province Nord,Nord Minier,Légume & fruit plein champ,Maïs doux,0,0,1,0,0,0,1
Province Nord,Nord Minier,Légume & fruit plein champ,Melon,0,0,0,0,0,0,0
Province Nord,Nord Minier,Légume & fruit plein champ,Oignon sec,0,0,0,0,0,0,0
Province Nord,Nord Minier,Légume & fruit plein champ,Oignon vert,0,0,0,0,0,0,0
Province Nord,Nord Minier,Légume & fruit plein champ,Pastèque,0,4,1,4,0,1,10
Province Nord,Nord Minier,Légume & fruit plein champ,Persil,0,0,0,0,0,0,0
Province Nord,Nord Minier,Légume & fruit plein champ,Piment,0,0,0,0,0,0,0
Province Nord,Nord Minier,Légume & fruit plein champ,Poireau,0,0,0,0,0,0,0
Province Nord,Nord Minier,Légume & fruit plein champ,Poivron,0,0,0,0,0,0,0
Province Nord,Nord Minier,Légume & fruit plein champ,Pomme de terre,0,1,4,1,0,0,6
Province Nord,Nord Minier,Légume & fruit plein champ,Pomme liane,0,0,7,1,3,0,11
Province Nord,Nord Minier,Légume & fruit plein champ,Radis,0,0,0,0,0,0,0
Province Nord,Nord Minier,Légume & fruit plein champ,Salade,0,1,4,1,0,0,6
Province Nord,Nord Minier,Légume & fruit plein champ,Tomate,0,1,7,3,2,0,13
Province Nord,Nord Minier,Tubercule,Autre tubercule tropical (à préciser),0,0,0,0,0,0,0
Province Nord,Nord Minier,Tubercule,Igname de saison,3,210,205,50,57,182,707
Province Nord,Nord Minier,Tubercule,Manioc,10,79,114,33,31,7,274
Province Nord,Nord Minier,Tubercule,Patate douce,0,5,13,2,1,0,21
Province Nord,Nord Minier,Tubercule,Taro bourbon,0,0,0,0,0,0,0
Province Nord,Nord Minier,Tubercule,Taro d'eau,1,37,47,16,3,4,108
Province Nord,Nord Minier,Tubercule,Taro de montagne,0,10,25,5,2,1,43
Province Sud,Sud Ouest,Arbre fruitier,Autres fruits (à préciser),0,0,0,0,0,0,0
Province Sud,Sud Ouest,Arbre fruitier,Avocat,0,0,6,3,1,0,10
Province Sud,Sud Ouest,Arbre fruitier,Carambole,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Arbre fruitier,Cerisier,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Arbre fruitier,Citron et lime,0,2,9,3,4,0,18
Province Sud,Sud Ouest,Arbre fruitier,Combava,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Arbre fruitier,Corossol,0,0,1,0,1,0,2
Province Sud,Sud Ouest,Arbre fruitier,Cœur de bœuf,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Arbre fruitier,Fruit à pain,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Arbre fruitier,Goyave,0,0,1,0,1,0,2
Province Sud,Sud Ouest,Arbre fruitier,Jacques,0,1,4,0,2,0,7
Province Sud,Sud Ouest,Arbre fruitier,Jamelonier,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Arbre fruitier,Kaki,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Arbre fruitier,Litchi,0,0,3,1,0,0,4
Province Sud,Sud Ouest,Arbre fruitier,Mandarine,0,0,13,7,8,0,28
Province Sud,Sud Ouest,Arbre fruitier,Mangue,12,1,19,12,23,0,67
Province Sud,Sud Ouest,Arbre fruitier,Murier,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Arbre fruitier,Orange,0,3,10,10,14,0,37
Province Sud,Sud Ouest,Arbre fruitier,Pamplemousse,0,1,3,1,1,0,6
Province Sud,Sud Ouest,Arbre fruitier,Papaye,36,1,11,3,5,0,56
Province Sud,Sud Ouest,Arbre fruitier,Pomme cannelle,0,0,1,0,0,0,1
Province Sud,Sud Ouest,Arbre fruitier,Pomme citerne,1,0,1,0,1,0,3
Province Sud,Sud Ouest,Arbre fruitier,Pomme kanak,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Arbre fruitier,Pomme rose,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Arbre fruitier,Pêche,0,0,2,1,0,0,3
Province Sud,Sud Ouest,Arbre fruitier,Tamarin,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Banane dessert,Banane dessert,1,34,63,21,21,0,140
Province Sud,Sud Ouest,Banane poingo,Banane poingo,0,10,8,5,2,0,25
Province Sud,Sud Ouest,Cocotier,Cocotier,22,2,19,7,3,0,53
Province Sud,Sud Ouest,Cultures spéciales,Autre culture spéciale (à préciser),0,0,0,0,0,0,0
Province Sud,Sud Ouest,Cultures spéciales,Café arabica,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Cultures spéciales,Café robusta,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Cultures spéciales,Canne à sucre,0,1,5,0,1,0,7
Province Sud,Sud Ouest,Cultures spéciales,Citronnelle,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Cultures spéciales,Vanille,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Légume & fruit plein champ,Ambrevade,0,0,4,2,0,0,6
Province Sud,Sud Ouest,Légume & fruit plein champ,Ananas,0,0,11,5,2,0,18
Province Sud,Sud Ouest,Légume & fruit plein champ,Aubergine,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Légume & fruit plein champ,Autres légumes (à préciser),0,0,0,0,0,0,0
Province Sud,Sud Ouest,Légume & fruit plein champ,Brèdes,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Légume & fruit plein champ,Carotte,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Légume & fruit plein champ,Chou de chine,0,0,1,0,0,0,1
Province Sud,Sud Ouest,Légume & fruit plein champ,Chou kanak,0,2,9,2,0,0,13
Province Sud,Sud Ouest,Légume & fruit plein champ,Chou vert,0,0,2,1,0,0,3
Province Sud,Sud Ouest,Légume & fruit plein champ,Chouchoute,0,2,13,6,6,0,27
Province Sud,Sud Ouest,Légume & fruit plein champ,Citrouille,0,1,6,2,1,0,10
Province Sud,Sud Ouest,Légume & fruit plein champ,Concombre,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Légume & fruit plein champ,Céleri,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Légume & fruit plein champ,Echalote,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Légume & fruit plein champ,Fines herbes,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Légume & fruit plein champ,Fraise,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Légume & fruit plein champ,Framboisier,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Légume & fruit plein champ,Haricot toutes sortes,0,0,1,0,0,0,1
Province Sud,Sud Ouest,Légume & fruit plein champ,Haricot vert,0,0,1,0,0,0,1
Province Sud,Sud Ouest,Légume & fruit plein champ,Maïs doux,0,0,1,0,0,0,1
Province Sud,Sud Ouest,Légume & fruit plein champ,Melon,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Légume & fruit plein champ,Navet,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Légume & fruit plein champ,Oignon vert,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Légume & fruit plein champ,Pastèque,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Légume & fruit plein champ,Persil,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Légume & fruit plein champ,Piment,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Légume & fruit plein champ,Poireau,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Légume & fruit plein champ,Poivron,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Légume & fruit plein champ,Pomme de terre,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Légume & fruit plein champ,Pomme liane,0,0,2,1,2,0,5
Province Sud,Sud Ouest,Légume & fruit plein champ,Radis,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Légume & fruit plein champ,Salade,0,0,1,0,0,0,1
Province Sud,Sud Ouest,Légume & fruit plein champ,Tomate,0,0,2,0,0,0,2
Province Sud,Sud Ouest,Légume & fruit plein champ,Tomate cerise,0,0,0,0,0,0,0
Province Sud,Sud Ouest,Tubercule,Igname de saison,0,38,34,15,9,47,143
Province Sud,Sud Ouest,Tubercule,Manioc,0,23,47,6,14,1,91
Province Sud,Sud Ouest,Tubercule,Patate douce,0,0,5,1,1,0,7
Province Sud,Sud Ouest,Tubercule,Taro bourbon,0,0,1,0,0,0,1
Province Sud,Sud Ouest,Tubercule,Taro d'eau,0,3,5,2,1,1,12
Province Sud,Sud Ouest,Tubercule,Taro de montagne,0,2,7,1,4,0,14
Province Sud,Grand Nouméa,Arbre fruitier,Autres fruits (à préciser),0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Arbre fruitier,Avocat,0,0,3,3,0,0,6
Province Sud,Grand Nouméa,Arbre fruitier,Cerisier,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Arbre fruitier,Citron et lime,0,0,6,4,1,0,11
Province Sud,Grand Nouméa,Arbre fruitier,Corossol,0,0,1,0,1,0,2
Province Sud,Grand Nouméa,Arbre fruitier,Cœur de bœuf,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Arbre fruitier,Fruit à pain,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Arbre fruitier,Goyave,0,0,1,0,0,0,1
Province Sud,Grand Nouméa,Arbre fruitier,Jacques,0,0,2,0,0,0,2
Province Sud,Grand Nouméa,Arbre fruitier,Jamelonier,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Arbre fruitier,Kaki,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Arbre fruitier,Litchi,0,0,6,1,1,0,8
Province Sud,Grand Nouméa,Arbre fruitier,Mandarine,0,0,6,4,1,0,11
Province Sud,Grand Nouméa,Arbre fruitier,Mangue,3,1,17,18,10,0,49
Province Sud,Grand Nouméa,Arbre fruitier,Murier,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Arbre fruitier,Orange,0,0,3,2,0,0,5
Province Sud,Grand Nouméa,Arbre fruitier,Pamplemousse,0,0,2,3,2,0,7
Province Sud,Grand Nouméa,Arbre fruitier,Papaye,1,0,6,1,1,0,9
Province Sud,Grand Nouméa,Arbre fruitier,Pomme cannelle,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Arbre fruitier,Pomme citerne,0,0,1,0,1,0,2
Province Sud,Grand Nouméa,Arbre fruitier,Pomme kanak,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Arbre fruitier,Pomme rose,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Arbre fruitier,Pêche,0,0,1,0,0,0,1
Province Sud,Grand Nouméa,Arbre fruitier,Tamarin,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Banane dessert,Banane dessert,0,2,17,5,1,0,25
Province Sud,Grand Nouméa,Banane poingo,Banane poingo,0,0,1,0,0,0,1
Province Sud,Grand Nouméa,Cocotier,Cocotier,19,2,11,8,3,0,43
Province Sud,Grand Nouméa,Cultures spéciales,Café arabica,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Cultures spéciales,Canne à sucre,1,0,5,1,0,0,7
Province Sud,Grand Nouméa,Cultures spéciales,Citronnelle,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Cultures spéciales,Vanille,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Légume & fruit plein champ,Ambrevade,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Légume & fruit plein champ,Ananas,0,0,3,0,0,0,3
Province Sud,Grand Nouméa,Légume & fruit plein champ,Aubergine,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Légume & fruit plein champ,Carotte,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Légume & fruit plein champ,Chou de chine,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Légume & fruit plein champ,Chou kanak,0,0,2,1,0,0,3
Province Sud,Grand Nouméa,Légume & fruit plein champ,Chou vert,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Légume & fruit plein champ,Chouchoute,0,0,2,0,0,0,2
Province Sud,Grand Nouméa,Légume & fruit plein champ,Citrouille,0,1,2,1,1,0,5
Province Sud,Grand Nouméa,Légume & fruit plein champ,Concombre,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Légume & fruit plein champ,Framboisier,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Légume & fruit plein champ,Haricot toutes sortes,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Légume & fruit plein champ,Haricot vert,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Légume & fruit plein champ,Maïs doux,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Légume & fruit plein champ,Navet,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Légume & fruit plein champ,Oignon vert,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Légume & fruit plein champ,Pastèque,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Légume & fruit plein champ,Persil,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Légume & fruit plein champ,Piment,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Légume & fruit plein champ,Poireau,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Légume & fruit plein champ,Poivron,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Légume & fruit plein champ,Pomme de terre,0,0,1,0,0,0,1
Province Sud,Grand Nouméa,Légume & fruit plein champ,Pomme liane,0,0,1,0,0,0,1
Province Sud,Grand Nouméa,Légume & fruit plein champ,Radis,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Légume & fruit plein champ,Salade,0,0,1,0,0,0,1
Province Sud,Grand Nouméa,Légume & fruit plein champ,Tomate,0,0,1,1,0,0,2
Province Sud,Grand Nouméa,Tubercule,Igname de saison,0,13,12,2,2,16,45
Province Sud,Grand Nouméa,Tubercule,Manioc,0,2,19,6,3,0,30
Province Sud,Grand Nouméa,Tubercule,Patate douce,0,0,3,1,0,0,4
Province Sud,Grand Nouméa,Tubercule,Taro bourbon,0,0,0,0,0,0,0
Province Sud,Grand Nouméa,Tubercule,Taro d'eau,0,1,3,1,1,0,6
Province Sud,Grand Nouméa,Tubercule,Taro de montagne,0,0,1,1,0,0,2
Province Sud,Sud Est,Arbre fruitier,Autres fruits (à préciser),0,0,0,0,0,0,0
Province Sud,Sud Est,Arbre fruitier,Avocat,2,1,22,17,6,0,48
Province Sud,Sud Est,Arbre fruitier,Carambole,0,0,0,0,0,0,0
Province Sud,Sud Est,Arbre fruitier,Cerisier,0,0,0,0,0,0,0
Province Sud,Sud Est,Arbre fruitier,Citron et lime,0,1,14,8,5,0,28
Province Sud,Sud Est,Arbre fruitier,Corossol,1,0,3,1,1,0,6
Province Sud,Sud Est,Arbre fruitier,Cœur de bœuf,0,0,0,0,0,0,0
Province Sud,Sud Est,Arbre fruitier,Fruit à pain,0,0,3,1,1,0,5
Province Sud,Sud Est,Arbre fruitier,Goyave,0,0,1,2,1,0,4
Province Sud,Sud Est,Arbre fruitier,Jacques,1,0,4,3,1,0,9
Province Sud,Sud Est,Arbre fruitier,Jamelonier,0,0,0,0,0,0,0
Province Sud,Sud Est,Arbre fruitier,Kaki,0,0,0,0,0,0,0
Province Sud,Sud Est,Arbre fruitier,Litchi,0,0,4,1,1,0,6
Province Sud,Sud Est,Arbre fruitier,Mandarine,0,0,14,8,1,0,23
Province Sud,Sud Est,Arbre fruitier,Mangue,27,1,57,38,27,0,150
Province Sud,Sud Est,Arbre fruitier,Murier,0,0,0,0,0,0,0
Province Sud,Sud Est,Arbre fruitier,Orange,0,0,9,4,2,0,15
Province Sud,Sud Est,Arbre fruitier,Pamplemousse,0,0,5,2,4,0,11
Province Sud,Sud Est,Arbre fruitier,Papaye,74,1,30,9,16,0,130
Province Sud,Sud Est,Arbre fruitier,Pomme cannelle,0,0,1,0,0,0,1
Province Sud,Sud Est,Arbre fruitier,Pomme citerne,0,0,1,1,0,0,2
Province Sud,Sud Est,Arbre fruitier,Pomme kanak,0,0,2,1,1,0,4
Province Sud,Sud Est,Arbre fruitier,Pomme rose,0,0,0,0,0,0,0
Province Sud,Sud Est,Arbre fruitier,Pêche,0,0,1,1,0,0,2
Province Sud,Sud Est,Arbre fruitier,Tamarin,0,0,0,0,0,0,0
Province Sud,Sud Est,Banane dessert,Banane dessert,2,30,95,31,14,0,172
Province Sud,Sud Est,Banane poingo,Banane poingo,0,13,24,8,3,0,48
Province Sud,Sud Est,Cocotier,Cocotier,295,2,51,24,35,0,407
Province Sud,Sud Est,Cultures spéciales,Autre culture spéciale (à préciser),0,0,0,0,0,0,0
Province Sud,Sud Est,Cultures spéciales,Canne à sucre,2,2,20,4,2,0,30
Province Sud,Sud Est,Cultures spéciales,Citronnelle,0,0,0,0,0,0,0
Province Sud,Sud Est,Cultures spéciales,Vanille,0,0,0,0,0,0,0
Province Sud,Sud Est,Légume & fruit plein champ,Ambrevade,0,0,1,0,0,0,1
Province Sud,Sud Est,Légume & fruit plein champ,Ananas,0,0,9,5,2,0,16
Province Sud,Sud Est,Légume & fruit plein champ,Aubergine,0,0,0,0,0,0,0
Province Sud,Sud Est,Légume & fruit plein champ,Autres légumes (à préciser),0,0,0,0,0,0,0
Province Sud,Sud Est,Légume & fruit plein champ,Brèdes,0,0,1,0,0,0,1
Province Sud,Sud Est,Légume & fruit plein champ,Carotte,0,0,2,1,0,0,3
Province Sud,Sud Est,Légume & fruit plein champ,Chou de chine,0,0,1,1,0,0,2
Province Sud,Sud Est,Légume & fruit plein champ,Chou kanak,0,0,9,1,0,0,10
Province Sud,Sud Est,Légume & fruit plein champ,Chou vert,1,1,6,2,1,0,11
Province Sud,Sud Est,Légume & fruit plein champ,Chouchoute,7,12,24,8,0,0,51
Province Sud,Sud Est,Légume & fruit plein champ,Choux de montagne (iles),0,0,0,0,0,0,0
Province Sud,Sud Est,Légume & fruit plein champ,Citrouille,5,5,18,6,0,0,34
Province Sud,Sud Est,Légume & fruit plein champ,Concombre,0,0,2,0,0,0,2
Province Sud,Sud Est,Légume & fruit plein champ,Courgette,0,0,0,0,0,0,0
Province Sud,Sud Est,Légume & fruit plein champ,Echalote,0,0,0,0,0,1,1
Province Sud,Sud Est,Légume & fruit plein champ,Fines herbes,0,0,0,0,0,0,0
Province Sud,Sud Est,Légume & fruit plein champ,Fraise,0,0,0,0,0,0,0
Province Sud,Sud Est,Légume & fruit plein champ,Framboisier,0,0,0,0,0,0,0
Province Sud,Sud Est,Légume & fruit plein champ,Haricot toutes sortes,0,0,0,0,0,0,0
Province Sud,Sud Est,Légume & fruit plein champ,Haricot vert,0,0,2,0,0,0,2
Province Sud,Sud Est,Légume & fruit plein champ,Maïs doux,0,0,3,0,0,0,3
Province Sud,Sud Est,Légume & fruit plein champ,Melon,0,0,0,0,0,0,0
Province Sud,Sud Est,Légume & fruit plein champ,Navet,0,0,0,0,0,0,0
Province Sud,Sud Est,Légume & fruit plein champ,Oignon sec,0,0,0,0,0,0,0
Province Sud,Sud Est,Légume & fruit plein champ,Oignon vert,0,0,1,0,0,0,1
Province Sud,Sud Est,Légume & fruit plein champ,Pastèque,0,0,4,1,1,0,6
Province Sud,Sud Est,Légume & fruit plein champ,Persil,0,0,0,0,0,0,0
Province Sud,Sud Est,Légume & fruit plein champ,Piment,0,0,0,0,0,0,0
Province Sud,Sud Est,Légume & fruit plein champ,Poireau,0,0,0,0,0,0,0
Province Sud,Sud Est,Légume & fruit plein champ,Poivron,0,0,0,0,0,0,0
Province Sud,Sud Est,Légume & fruit plein champ,Pomme de terre,0,1,4,1,1,0,7
Province Sud,Sud Est,Légume & fruit plein champ,Pomme liane,0,0,2,0,0,0,2
Province Sud,Sud Est,Légume & fruit plein champ,Radis,0,0,0,0,0,0,0
Province Sud,Sud Est,Légume & fruit plein champ,Salade,0,1,3,2,11,0,17
Province Sud,Sud Est,Légume & fruit plein champ,Squash,0,0,0,0,0,0,0
Province Sud,Sud Est,Légume & fruit plein champ,Tomate,0,1,6,2,7,0,16
Province Sud,Sud Est,Légume & fruit plein champ,Tomate cerise,0,0,0,0,0,0,0
Province Sud,Sud Est,Produits transformés,Autre produit d'origine végétale transformé (à préciser),0,0,0,0,0,0,0
Province Sud,Sud Est,Tubercule,Igname de saison,15,203,162,40,16,236,672
Province Sud,Sud Est,Tubercule,Manioc,34,84,154,41,12,0,325
Province Sud,Sud Est,Tubercule,Patate douce,0,4,26,7,5,0,42
Province Sud,Sud Est,Tubercule,Taro bourbon,0,0,0,0,0,0,0
Province Sud,Sud Est,Tubercule,Taro d'eau,1,4,8,2,0,1,16
Province Sud,Sud Est,Tubercule,Taro de montagne,0,2,7,2,0,0,11
Province des Îles,Ouvéa,Arbre fruitier,Autres fruits (à préciser),0,0,1,0,0,0,1
Province des Îles,Ouvéa,Arbre fruitier,Avocat,1,0,3,4,2,0,10
Province des Îles,Ouvéa,Arbre fruitier,Cerisier,0,0,0,0,0,0,0
Province des Îles,Ouvéa,Arbre fruitier,Citron et lime,0,0,5,5,2,0,12
Province des Îles,Ouvéa,Arbre fruitier,Combava,0,0,0,0,0,0,0
Province des Îles,Ouvéa,Arbre fruitier,Corossol,0,0,1,0,1,0,2
Province des Îles,Ouvéa,Arbre fruitier,Cœur de bœuf,0,0,0,0,0,0,0
Province des Îles,Ouvéa,Arbre fruitier,Fruit à pain,0,0,0,0,0,0,0
Province des Îles,Ouvéa,Arbre fruitier,Goyave,0,0,0,0,0,0,0
Province des Îles,Ouvéa,Arbre fruitier,Jacques,0,0,0,0,0,0,0
Province des Îles,Ouvéa,Arbre fruitier,Jamelonier,0,0,1,0,1,0,2
Province des Îles,Ouvéa,Arbre fruitier,Litchi,0,0,2,0,0,0,2
Province des Îles,Ouvéa,Arbre fruitier,Mandarine,0,0,5,3,3,0,11
Province des Îles,Ouvéa,Arbre fruitier,Mangue,6,0,10,6,6,0,28
Province des Îles,Ouvéa,Arbre fruitier,Murier,0,0,0,0,1,0,1
Province des Îles,Ouvéa,Arbre fruitier,Orange,0,0,1,1,1,0,3
Province des Îles,Ouvéa,Arbre fruitier,Pamplemousse,0,0,2,1,1,0,4
Province des Îles,Ouvéa,Arbre fruitier,Papaye,70,2,38,5,10,0,125
Province des Îles,Ouvéa,Arbre fruitier,Pomme cannelle,0,0,4,2,2,0,8
Province des Îles,Ouvéa,Arbre fruitier,Pomme citerne,0,0,0,1,0,0,1
Province des Îles,Ouvéa,Arbre fruitier,Pomme kanak,0,0,1,0,1,0,2
Province des Îles,Ouvéa,Arbre fruitier,Pêche,0,0,0,0,0,0,0
Province des Îles,Ouvéa,Arbre fruitier,Tamarin,0,0,0,0,0,0,0
Province des Îles,Ouvéa,Banane dessert,Banane dessert,0,44,87,46,26,0,203
Province des Îles,Ouvéa,Banane poingo,Banane poingo,0,5,6,3,6,0,20
Province des Îles,Ouvéa,Cocotier,Cocotier,480,26,162,79,47,9,803
Province des Îles,Ouvéa,Cultures spéciales,Canne à sucre,0,3,15,3,1,0,22
Province des Îles,Ouvéa,Cultures spéciales,Citronnelle,0,0,0,0,0,0,0
Province des Îles,Ouvéa,Cultures spéciales,Plantes médicinale de plein champ,0,0,0,0,0,0,0
Province des Îles,Ouvéa,Cultures spéciales,Vanille,0,0,0,0,0,0,0
Province des Îles,Ouvéa,Légume & fruit plein champ,Ambrevade,0,0,0,0,0,0,0
Province des Îles,Ouvéa,Légume & fruit plein champ,Ananas,0,0,1,0,0,0,1
Province des Îles,Ouvéa,Légume & fruit plein champ,Aubergine,0,0,0,0,0,0,0
Province des Îles,Ouvéa,Légume & fruit plein champ,Autres légumes (à préciser),0,0,0,0,0,0,0
Province des Îles,Ouvéa,Légume & fruit plein champ,Brèdes,0,0,1,0,0,0,1
Province des Îles,Ouvéa,Légume & fruit plein champ,Carotte,0,0,0,0,0,0,0
Province des Îles,Ouvéa,Légume & fruit plein champ,Chou de chine,0,0,2,0,1,0,3
Province des Îles,Ouvéa,Légume & fruit plein champ,Chou kanak,0,1,4,1,0,0,6
Province des Îles,Ouvéa,Légume & fruit plein champ,Chou rouge,0,0,0,0,0,0,0
Province des Îles,Ouvéa,Légume & fruit plein champ,Chou vert,0,0,1,0,0,0,1
Province des Îles,Ouvéa,Légume & fruit plein champ,Chouchoute,0,1,1,0,0,0,2
Province des Îles,Ouvéa,Légume & fruit plein champ,Choux de montagne (iles),0,0,2,0,2,0,4
Province des Îles,Ouvéa,Légume & fruit plein champ,Citrouille,1,3,4,3,0,0,11
Province des Îles,Ouvéa,Légume & fruit plein champ,Concombre,0,0,1,0,0,0,1
Province des Îles,Ouvéa,Légume & fruit plein champ,Courgette,0,0,0,0,0,0,0
Province des Îles,Ouvéa,Légume & fruit plein champ,Céleri,0,0,0,0,0,0,0
